TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,SPREAD,VOLUME
2025-06-10 23:00:00,42865.9,42867.8,42806.8,42808.8,1176,70,0
2025-06-10 23:15:00,42808.7,42854.8,42808.7,42831.7,551,90,0
2025-06-10 23:30:00,42831.6,42846.4,42829.2,42840.4,286,100,0
2025-06-10 23:45:00,42840.3,42842.3,42830.3,42832.8,267,100,0
2025-06-11 01:00:00,42834.52,42850.6,42831.52,42846.9,233,100,0
2025-06-11 01:15:00,42845.9,42855.8,42841.1,42841.1,119,100,0
2025-06-11 01:30:00,42841.1,42848.8,42834.0,42844.9,139,100,0
2025-06-11 01:45:00,42845.1,42878.0,42842.4,42860.6,410,90,0
2025-06-11 02:00:00,42860.5,42860.5,42773.4,42840.7,1046,100,0
2025-06-11 02:15:00,42839.8,42895.0,42839.8,42866.6,866,100,0
2025-06-11 02:30:00,42867.6,42867.7,42834.6,42842.9,438,100,0
2025-06-11 02:45:00,42841.4,42845.9,42817.9,42839.6,521,90,0
2025-06-11 03:00:00,42838.7,42850.6,42795.3,42821.5,1083,40,0
2025-06-11 03:15:00,42821.4,42841.4,42808.6,42808.8,686,70,0
2025-06-11 03:30:00,42809.0,42815.3,42793.7,42802.6,517,90,0
2025-06-11 03:45:00,42804.2,42806.1,42781.6,42784.3,486,100,0
2025-06-11 04:00:00,42783.9,42799.9,42777.0,42785.8,466,100,0
2025-06-11 04:15:00,42785.8,42788.5,42748.6,42768.3,559,100,0
2025-06-11 04:30:00,42767.6,42769.1,42734.9,42766.4,646,90,0
2025-06-11 04:45:00,42766.5,42772.9,42756.2,42762.4,420,100,0
2025-06-11 05:00:00,42762.3,42767.6,42750.9,42758.5,314,100,0
2025-06-11 05:15:00,42758.4,42759.2,42746.0,42756.3,236,100,0
2025-06-11 05:30:00,42755.3,42770.0,42750.6,42762.4,186,100,0
2025-06-11 05:45:00,42762.1,42762.8,42751.8,42753.0,164,100,0
2025-06-11 06:00:00,42755.5,42759.5,42741.6,42749.9,409,100,0
2025-06-11 06:15:00,42749.8,42762.4,42741.5,42753.8,253,100,0
2025-06-11 06:30:00,42754.4,42760.7,42745.1,42759.0,163,100,0
2025-06-11 06:45:00,42759.1,42766.5,42751.9,42764.0,169,100,0
2025-06-11 07:00:00,42763.8,42778.5,42761.5,42771.5,275,70,0
2025-06-11 07:15:00,42770.9,42785.8,42762.2,42763.1,241,100,0
2025-06-11 07:30:00,42763.2,42768.4,42752.8,42753.9,190,100,0
2025-06-11 07:45:00,42754.1,42759.1,42739.8,42744.2,264,100,0
2025-06-11 08:00:00,42745.0,42773.6,42730.7,42772.7,441,30,0
2025-06-11 08:15:00,42773.4,42778.6,42755.5,42771.4,404,100,0
2025-06-11 08:30:00,42772.5,42776.9,42757.6,42766.8,385,100,0
2025-06-11 08:45:00,42766.7,42777.7,42753.8,42760.3,406,90,0
2025-06-11 09:00:00,42760.0,42766.0,42744.0,42753.9,600,50,0
2025-06-11 09:15:00,42753.3,42778.0,42745.9,42772.4,575,90,0
2025-06-11 09:30:00,42773.1,42773.1,42742.9,42752.2,544,100,0
2025-06-11 09:45:00,42752.4,42770.1,42751.4,42769.7,411,100,0
2025-06-11 10:00:00,42771.5,42801.7,42758.4,42782.3,1137,30,0
2025-06-11 10:15:00,42782.4,42785.6,42757.2,42757.5,817,100,0
2025-06-11 10:30:00,42758.2,42765.3,42740.0,42756.8,637,100,0
2025-06-11 10:45:00,42756.5,42794.9,42756.5,42789.8,541,100,0
2025-06-11 11:00:00,42789.1,42793.7,42772.7,42790.9,788,100,0
2025-06-11 11:15:00,42790.0,42797.9,42774.3,42793.3,465,90,0
2025-06-11 11:30:00,42792.6,42836.2,42787.3,42819.1,559,100,0
2025-06-11 11:45:00,42819.0,42826.7,42813.0,42815.7,321,100,0
2025-06-11 12:00:00,42815.9,42820.1,42793.6,42794.6,519,50,0
2025-06-11 12:15:00,42796.1,42809.9,42794.3,42808.9,361,100,0
2025-06-11 12:30:00,42808.7,42817.4,42788.1,42795.1,367,100,0
2025-06-11 12:45:00,42794.9,42797.4,42770.9,42772.8,348,100,0
2025-06-11 13:00:00,42772.7,42801.7,42767.7,42781.1,414,100,0
2025-06-11 13:15:00,42780.3,42788.9,42774.1,42781.4,311,90,0
2025-06-11 13:30:00,42781.7,42790.8,42765.7,42788.6,359,100,0
2025-06-11 13:45:00,42789.1,42794.5,42775.9,42784.9,416,90,0
