TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,SPREAD,VOLUME
2025-06-10 23:00:00,42865.9,42867.8,42832.8,42837.6,709,70,0
2025-06-10 23:05:00,42837.0,42839.4,42827.4,42832.6,286,100,0
2025-06-10 23:10:00,42832.5,42832.5,42806.8,42808.8,181,100,0
2025-06-10 23:15:00,42808.7,42854.8,42808.7,42840.8,300,100,0
2025-06-10 23:20:00,42838.9,42845.5,42832.8,42834.5,133,100,0
2025-06-10 23:25:00,42834.9,42842.6,42830.6,42831.7,118,90,0
2025-06-10 23:30:00,42831.6,42837.6,42829.2,42837.4,74,100,0
2025-06-10 23:35:00,42837.8,42842.9,42835.3,42840.6,87,100,0
2025-06-10 23:40:00,42840.5,42846.4,42837.4,42840.4,125,100,0
2025-06-10 23:45:00,42840.3,42842.3,42832.7,42840.0,91,100,0
2025-06-10 23:50:00,42837.6,42838.5,42830.3,42835.4,98,100,0
2025-06-10 23:55:00,42835.7,42840.0,42832.8,42832.8,78,100,0
2025-06-11 01:00:00,42834.52,42850.6,42831.52,42839.4,131,100,0
2025-06-11 01:05:00,42839.7,42850.6,42839.7,42846.1,54,110,0
2025-06-11 01:10:00,42846.3,42850.1,42842.2,42846.9,48,100,0
2025-06-11 01:15:00,42845.9,42850.8,42845.6,42848.1,22,100,0
2025-06-11 01:20:00,42848.0,42849.6,42841.3,42844.8,29,100,0
2025-06-11 01:25:00,42844.8,42855.8,42841.1,42841.1,68,100,0
2025-06-11 01:30:00,42841.1,42841.1,42834.0,42838.3,57,100,0
2025-06-11 01:35:00,42838.3,42842.9,42838.0,42841.1,47,100,0
2025-06-11 01:40:00,42840.8,42848.8,42840.8,42844.9,35,100,0
2025-06-11 01:45:00,42845.1,42846.6,42842.9,42843.3,18,100,0
2025-06-11 01:50:00,42842.4,42877.8,42842.4,42869.8,214,100,0
2025-06-11 01:55:00,42870.3,42878.0,42860.6,42860.6,178,90,0
2025-06-11 02:00:00,42860.5,42860.5,42815.6,42815.6,199,100,0
2025-06-11 02:05:00,42815.6,42817.7,42773.4,42782.4,368,100,0
2025-06-11 02:10:00,42781.6,42848.9,42775.8,42840.7,479,100,0
2025-06-11 02:15:00,42839.8,42895.0,42839.8,42870.3,443,100,0
2025-06-11 02:20:00,42869.6,42879.2,42849.7,42854.4,253,100,0
2025-06-11 02:25:00,42854.6,42872.4,42853.4,42866.6,170,100,0
2025-06-11 02:30:00,42867.6,42867.7,42858.9,42859.1,107,100,0
2025-06-11 02:35:00,42859.2,42860.6,42837.9,42841.6,168,100,0
2025-06-11 02:40:00,42841.3,42848.7,42834.6,42842.9,163,100,0
2025-06-11 02:45:00,42841.4,42845.9,42823.8,42825.2,175,100,0
2025-06-11 02:50:00,42824.7,42836.4,42817.9,42824.8,186,100,0
2025-06-11 02:55:00,42824.9,42839.6,42823.4,42839.6,160,90,0
2025-06-11 03:00:00,42838.7,42850.6,42828.6,42846.7,397,40,0
2025-06-11 03:05:00,42846.6,42846.6,42816.2,42830.5,328,100,0
2025-06-11 03:10:00,42831.2,42834.1,42795.3,42821.5,358,90,0
2025-06-11 03:15:00,42821.4,42841.4,42819.1,42837.4,307,70,0
2025-06-11 03:20:00,42835.7,42835.8,42808.9,42818.5,214,100,0
2025-06-11 03:25:00,42817.6,42818.7,42808.6,42808.8,165,100,0
2025-06-11 03:30:00,42809.0,42815.3,42804.4,42804.5,173,100,0
2025-06-11 03:35:00,42804.4,42808.5,42797.4,42803.5,152,90,0
2025-06-11 03:40:00,42803.6,42806.4,42793.7,42802.6,192,100,0
2025-06-11 03:45:00,42804.2,42806.1,42791.3,42795.3,169,100,0
2025-06-11 03:50:00,42793.7,42795.0,42782.9,42793.6,168,100,0
2025-06-11 03:55:00,42793.5,42797.4,42781.6,42784.3,149,100,0
2025-06-11 04:00:00,42783.9,42799.9,42782.4,42790.3,147,100,0
2025-06-11 04:05:00,42789.7,42792.4,42780.2,42785.4,182,100,0
2025-06-11 04:10:00,42785.5,42788.1,42777.0,42785.8,137,100,0
2025-06-11 04:15:00,42785.8,42788.5,42769.1,42770.7,158,100,0
2025-06-11 04:20:00,42770.4,42774.2,42762.0,42766.3,176,100,0
2025-06-11 04:25:00,42765.4,42768.5,42748.6,42768.3,225,100,0
2025-06-11 04:30:00,42767.6,42769.1,42751.4,42751.6,218,100,0
2025-06-11 04:35:00,42750.5,42757.4,42734.9,42744.0,220,90,0
2025-06-11 04:40:00,42743.7,42767.1,42740.1,42766.4,208,100,0
2025-06-11 04:45:00,42766.5,42772.9,42764.1,42770.0,161,100,0
2025-06-11 04:50:00,42769.8,42769.8,42762.3,42763.4,107,100,0
2025-06-11 04:55:00,42763.2,42764.7,42756.2,42762.4,152,100,0
2025-06-11 05:00:00,42762.3,42767.6,42758.7,42758.7,133,100,0
2025-06-11 05:05:00,42758.9,42762.8,42750.9,42762.6,98,100,0
2025-06-11 05:10:00,42761.3,42761.3,42753.4,42758.5,83,100,0
2025-06-11 05:15:00,42758.4,42759.2,42752.2,42754.2,66,100,0
2025-06-11 05:20:00,42754.7,42755.2,42746.0,42753.7,92,100,0
2025-06-11 05:25:00,42754.5,42757.0,42750.9,42756.3,78,100,0
2025-06-11 05:30:00,42755.3,42755.4,42750.6,42752.5,55,100,0
2025-06-11 05:35:00,42752.7,42768.9,42752.7,42766.5,79,100,0
2025-06-11 05:40:00,42766.3,42770.0,42762.2,42762.4,52,100,0
2025-06-11 05:45:00,42762.1,42762.8,42753.7,42754.4,61,100,0
2025-06-11 05:50:00,42754.0,42761.2,42754.0,42757.2,62,100,0
