TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,SPREAD,VOLUME
2025-06-10 23:00:00,42865.9,42867.8,42806.8,42832.8,2280,70,0
2025-06-11 01:00:00,42834.52,42878.0,42831.52,42860.6,901,90,0
2025-06-11 02:00:00,42860.5,42895.0,42773.4,42839.6,2871,90,0
2025-06-11 03:00:00,42838.7,42850.6,42781.6,42784.3,2772,40,0
2025-06-11 04:00:00,42783.9,42799.9,42734.9,42762.4,2091,90,0
2025-06-11 05:00:00,42762.3,42770.0,42746.0,42753.0,900,100,0
2025-06-11 06:00:00,42755.5,42766.5,42741.5,42764.0,994,100,0
2025-06-11 07:00:00,42763.8,42785.8,42739.8,42744.2,970,70,0
2025-06-11 08:00:00,42745.0,42778.6,42730.7,42760.3,1636,30,0
2025-06-11 09:00:00,42760.0,42778.0,42742.9,42769.7,2130,50,0
2025-06-11 10:00:00,42771.5,42801.7,42740.0,42789.8,3132,30,0
2025-06-11 11:00:00,42789.1,42836.2,42772.7,42815.7,2133,90,0
2025-06-11 12:00:00,42815.9,42820.1,42770.9,42772.8,1595,50,0
2025-06-11 13:00:00,42772.7,42801.7,42765.7,42784.9,1500,90,0
