TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,SPREAD,VOLUME
2025-06-10 23:00:00,21939.25,21939.25,21910.05,21912.6,4334,100,0
2025-06-10 23:15:00,21912.2,21943.55,21912.2,21923.0,3032,100,0
2025-06-10 23:30:00,21922.7,21930.75,21919.25,21928.3,1980,100,0
2025-06-10 23:45:00,21928.5,21930.55,21921.45,21925.1,1995,100,0
2025-06-11 01:00:00,21921.05,21932.05,21917.55,21927.9,1048,90,0
2025-06-11 01:15:00,21927.9,21936.95,21924.05,21926.4,783,90,0
2025-06-11 01:30:00,21926.4,21930.15,21919.2,21927.0,1012,90,0
2025-06-11 01:45:00,21927.25,21959.0,21923.6,21948.35,1821,90,0
2025-06-11 02:00:00,21948.15,21949.35,21891.95,21935.5,3640,100,0
2025-06-11 02:15:00,21935.2,21975.1,21934.25,21948.15,3086,100,0
2025-06-11 02:30:00,21948.1,21949.45,21926.15,21929.6,1897,100,0
2025-06-11 02:45:00,21929.6,21931.35,21914.1,21929.8,2230,100,0
2025-06-11 03:00:00,21929.1,21940.75,21899.05,21922.25,3408,100,0
2025-06-11 03:15:00,21922.45,21933.7,21905.05,21905.8,2761,100,0
2025-06-11 03:30:00,21905.8,21910.1,21890.55,21903.1,2504,100,0
2025-06-11 03:45:00,21902.95,21904.4,21888.25,21891.05,2340,100,0
2025-06-11 04:00:00,21890.75,21900.1,21881.6,21888.0,2505,100,0
2025-06-11 04:15:00,21888.0,21890.2,21864.65,21879.5,2703,100,0
2025-06-11 04:30:00,21879.55,21879.9,21858.35,21876.95,2815,100,0
2025-06-11 04:45:00,21876.95,21885.6,21876.7,21884.2,2202,100,0
2025-06-11 05:00:00,21884.15,21887.0,21874.25,21880.15,1954,100,0
2025-06-11 05:15:00,21879.9,21880.65,21867.95,21874.95,1495,100,0
2025-06-11 05:30:00,21873.8,21884.7,21870.15,21875.55,1532,100,0
2025-06-11 05:45:00,21875.55,21878.3,21869.45,21871.0,1221,100,0
2025-06-11 06:00:00,21871.0,21879.45,21863.05,21872.85,1840,100,0
2025-06-11 06:15:00,21872.5,21884.0,21864.45,21876.45,1552,100,0
2025-06-11 06:30:00,21876.5,21883.75,21868.95,21881.7,1269,100,0
2025-06-11 06:45:00,21881.7,21886.0,21876.05,21883.5,1141,100,0
2025-06-11 07:00:00,21883.5,21885.3,21877.3,21878.05,1146,100,0
2025-06-11 07:15:00,21877.95,21889.65,21869.9,21870.9,1413,100,0
2025-06-11 07:30:00,21870.95,21874.7,21862.5,21863.95,1237,100,0
2025-06-11 07:45:00,21864.0,21869.45,21849.2,21852.95,1498,100,0
2025-06-11 08:00:00,21853.0,21871.2,21842.55,21869.65,2188,100,0
2025-06-11 08:15:00,21869.65,21876.45,21854.05,21865.35,1994,100,0
2025-06-11 08:30:00,21865.25,21869.75,21857.15,21863.1,1606,100,0
2025-06-11 08:45:00,21863.2,21870.95,21854.7,21857.65,1727,100,0
2025-06-11 09:00:00,21857.45,21864.65,21850.55,21861.15,2105,100,0
2025-06-11 09:15:00,21860.65,21882.0,21857.2,21877.65,2366,100,0
2025-06-11 09:30:00,21877.7,21879.7,21860.6,21872.3,2131,100,0
2025-06-11 09:45:00,21872.3,21878.65,21864.65,21872.4,1764,100,0
2025-06-11 10:00:00,21872.4,21890.85,21869.15,21882.35,3939,100,0
2025-06-11 10:15:00,21882.35,21891.5,21874.25,21876.55,3022,100,0
2025-06-11 10:30:00,21876.65,21890.9,21869.0,21888.65,2733,100,0
2025-06-11 10:45:00,21888.7,21910.95,21888.5,21905.05,2603,100,0
2025-06-11 11:00:00,21904.85,21917.0,21896.05,21908.05,3200,100,0
2025-06-11 11:15:00,21907.9,21913.95,21903.05,21906.35,2273,100,0
2025-06-11 11:30:00,21906.0,21934.4,21903.7,21915.9,2680,100,0
2025-06-11 11:45:00,21915.8,21927.75,21914.15,21919.1,1696,100,0
2025-06-11 12:00:00,21918.9,21925.2,21908.9,21910.2,2330,100,0
2025-06-11 12:15:00,21910.0,21918.7,21909.2,21916.85,1753,100,0
2025-06-11 12:30:00,21916.75,21920.25,21899.45,21904.1,2059,100,0
2025-06-11 12:45:00,21903.95,21906.55,21891.05,21893.0,1837,100,0
2025-06-11 13:00:00,21893.0,21910.8,21885.4,21909.7,2201,100,0
2025-06-11 13:15:00,21909.7,21911.55,21898.45,21908.25,1665,100,0
2025-06-11 13:30:00,21908.4,21910.95,21894.05,21910.5,1701,65,0
2025-06-11 13:45:00,21910.55,21915.2,21901.85,21905.7,2199,100,0
