TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,SPREAD,VOLUME
2025-06-10 23:00:00,3328.88,3328.92,3326.11,3328.0,1218,5,0
2025-06-10 23:15:00,3328.0,3328.85,3324.4,3324.92,1216,5,0
2025-06-10 23:30:00,3324.92,3326.45,3322.78,3323.49,904,4,0
2025-06-10 23:45:00,3323.49,3323.97,3322.4,3322.4,596,11,0
2025-06-11 01:00:00,3322.96,3324.55,3320.87,3321.56,673,6,0
2025-06-11 01:15:00,3321.56,3323.69,3320.37,3322.09,712,5,0
2025-06-11 01:30:00,3322.09,3327.11,3321.21,3327.11,1018,5,0
2025-06-11 01:45:00,3327.11,3327.5,3323.85,3324.49,787,5,0
2025-06-11 02:00:00,3324.49,3327.22,3323.41,3325.74,860,5,0
2025-06-11 02:15:00,3325.74,3326.23,3315.53,3321.95,1776,5,0
2025-06-11 02:30:00,3321.95,3326.38,3319.6,3325.49,1174,5,0
2025-06-11 02:45:00,3325.49,3328.17,3324.45,3328.01,1314,5,0
2025-06-11 03:00:00,3328.01,3330.32,3325.1,3328.48,1634,5,0
2025-06-11 03:15:00,3328.48,3333.88,3328.37,3330.91,1570,5,0
2025-06-11 03:30:00,3330.99,3335.22,3330.44,3333.37,1619,5,0
2025-06-11 03:45:00,3333.39,3334.43,3331.32,3332.47,1547,5,0
2025-06-11 04:00:00,3332.47,3334.7,3330.45,3334.07,1960,5,0
2025-06-11 04:15:00,3334.07,3337.42,3333.14,3335.8,1684,5,0
2025-06-11 04:30:00,3335.8,3336.56,3333.25,3334.46,1461,5,0
2025-06-11 04:45:00,3334.46,3334.56,3327.67,3328.5,1886,5,0
2025-06-11 05:00:00,3328.47,3332.52,3327.17,3332.31,1664,5,0
2025-06-11 05:15:00,3332.47,3336.4,3332.24,3333.62,1525,5,0
2025-06-11 05:30:00,3333.6,3337.15,3332.5,3337.09,1503,5,0
2025-06-11 05:45:00,3337.06,3339.67,3335.99,3338.26,1408,6,0
2025-06-11 06:00:00,3338.29,3339.82,3336.46,3336.78,1202,5,0
2025-06-11 06:15:00,3336.82,3339.74,3336.64,3339.52,1172,5,0
2025-06-11 06:30:00,3339.52,3341.69,3339.25,3341.26,1157,5,0
2025-06-11 06:45:00,3341.26,3341.43,3338.68,3339.47,715,5,0
2025-06-11 07:00:00,3339.47,3342.96,3336.98,3342.8,1214,5,0
2025-06-11 07:15:00,3342.8,3342.8,3339.49,3341.77,1278,8,0
2025-06-11 07:30:00,3341.77,3341.77,3339.51,3340.85,809,5,0
2025-06-11 07:45:00,3340.85,3342.79,3340.71,3341.9,1000,5,0
2025-06-11 08:00:00,3341.88,3343.12,3340.43,3340.43,1132,5,0
2025-06-11 08:15:00,3340.37,3341.98,3338.92,3340.82,1190,5,0
2025-06-11 08:30:00,3340.82,3342.64,3337.02,3338.52,1534,9,0
2025-06-11 08:45:00,3338.54,3339.77,3335.52,3339.7,1804,5,0
2025-06-11 09:00:00,3339.7,3340.19,3337.15,3338.12,1674,3,0
2025-06-11 09:15:00,3338.13,3338.74,3332.52,3333.41,1818,5,0
2025-06-11 09:30:00,3333.41,3337.92,3333.32,3337.48,1973,5,0
2025-06-11 09:45:00,3337.48,3339.18,3336.22,3337.15,1755,5,0
2025-06-11 10:00:00,3337.34,3338.65,3335.23,3335.81,1800,5,0
2025-06-11 10:15:00,3335.81,3340.54,3335.81,3339.1,1535,5,0
2025-06-11 10:30:00,3339.1,3341.43,3336.15,3340.27,1772,5,0
2025-06-11 10:45:00,3340.27,3348.56,3339.78,3345.75,2030,5,0
2025-06-11 11:00:00,3345.75,3345.81,3343.93,3345.13,1688,4,0
2025-06-11 11:15:00,3345.13,3345.96,3343.39,3345.35,1519,5,0
2025-06-11 11:30:00,3345.35,3346.76,3342.53,3346.36,1466,5,0
2025-06-11 11:45:00,3346.36,3346.69,3344.43,3344.55,1127,5,0
2025-06-11 12:00:00,3344.55,3344.61,3334.04,3341.9,2602,5,0
2025-06-11 12:15:00,3341.89,3342.24,3337.83,3338.86,1819,5,0
2025-06-11 12:30:00,3338.86,3339.79,3336.32,3336.49,1759,5,0
2025-06-11 12:45:00,3336.49,3337.43,3331.43,3333.79,2022,5,0
2025-06-11 13:00:00,3333.8,3336.65,3332.71,3334.34,1596,5,0
2025-06-11 13:15:00,3334.34,3336.78,3331.38,3331.95,1444,5,0
2025-06-11 13:30:00,3331.95,3333.74,3330.61,3331.26,1443,5,0
2025-06-11 13:45:00,3331.26,3333.11,3328.6,3329.91,1477,5,0
